,label,text,tense,direction,over-polarity
2482,fear,"""Recently my younger brother disappeared for two days without leaving a trace. Usually he tells me when he wants to do something like that, therefore I was afraid that something had happened to him.""",xxfut xxpas,xxsel,xxneg
2483,disgust,I saw a terrible accident in which the driver of a motor was thrown through the frontwindow of a car. His face was completely away.,xxpre xxpas xxfut,xxoth,xxneg
2484,sadness,This monday I took a Math 1BS test and flunked for the second time.,xxpre xxpas,xxsel,xxneg
2485,guilt,A few days back my mother was not feeling too well and still did all the house work.  I felt guilty as I had not offered to help.,xxpre xxpas xxfut,xxoth,xxneg
2486,sadness,When I heard that my father had passed away. I could not eat for a week and was only crying. I could not find the courage to go to bath.,xxpre xxpas,xxsel,xxneg
2487,disgust,The lift of Stockholm central station stank of vomit and urine.,xxpre xxpas xxfut,xxoth,xxneg
2488,guilt,Selling the appartment after my divorce.,xxpre xxpas xxfut,xxoth,xxneg
2489,anger,When a friend tried to back bite me on false grounds.  This made me wonder if he was a really a good friend.,,xxoth,xxneg
2490,disgust,Whenever I see a spider or a snake I feel disgusted.,xxpre xxpas xxfut,xxoth,xxneg
2491,guilt,I felt guilty when I mislead a person into thinking he was a close friend when that person was more of a casual acquaintance.,xxpre xxpas xxfut,xxoth,xxneg
2492,anger,I am usually angry at myself. This happens often. For instace when I want to pet without falling in love and it soon proves that I have fallen in love with him.,,xxoth,xxneg
2493,disgust,I was drinking coffee in a cafe and I found a piece of scrubber in my cup.,xxpre xxpas xxfut,xxoth,xxneg
2494,fear,I was afraid to walk through the forest one day when I dropped off the bus around 6.30 pm.,xxfut xxpas,xxsel,xxneg
2495,joy,"""A close relative of mine underwent a difficult operation, and everything turned out fine.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
2496,disgust,A friend of mine came to see me when he was quite drunk.,xxpre xxpas xxfut,xxoth,xxneg
2497,shame,Having had a very heated argument with my sister - I began hitting her about the head with a newspaper I was holding.,,xxsel,xxneg
2498,disgust,"""On a trip I passed by a cellulose factory. It was a fine day, beautiful landscape; I observed this factory with disgust.""",xxpre xxpas xxfut,xxoth,xxneg
2499,guilt,When I hurt my parents in one way or another.,xxpre xxpas xxfut,xxoth,xxneg
2500,disgust,Disgust of drunkers and of blood.,xxpre xxpas xxfut,xxoth,xxneg
2501,sadness,When a colleague failed to contact me at the arranged time.,xxpre xxpas,xxsel,xxneg
2502,fear,"""When I was very young, one day, I was in the street with my father and brother.   While my father was talking to some friends, I saw a dog and began to pat it.  My father told me sharply to stop doing it because the dog had mange.  Then my brother told me that I would die and I could not stop crying after this.""",xxfut xxpas,xxsel,xxneg
2503,fear,The time I was threatened with expulsion from secondary school (form four).,xxfut xxpas,xxsel,xxneg
2504,guilt,Calling lecturers nicknames when talking to housemen (They told ne you are even younger than they are so you should not be giving public lectures).,xxpre xxpas xxfut,xxoth,xxneg
2505,guilt,Dad had just married his second wife (my step-mother) and I did not like her so I went to the wardrobe and set fire to her dresses.  Eveyone suspected my brother and he had to bear the consequences.  Nobody ever got to know that it was me who had done it. ,xxpre xxpas xxfut,xxoth,xxneg
2506,fear,When my mother met with a serious accident and there was danger that she would not survive and if she did she would loose her memory.,xxfut xxpas,xxsel,xxneg
2507,fear,Confronted outside a party by some very nasty character - gesturing to a car full of mean-acting friends - felt in danger.,xxfut xxpas,xxsel,xxneg
2508,sadness,"""Sometimes, when I'm alone I am seized by this feeling. But it always helps me to come round and at the same time to judge if it is worth. Very often this feeling is caused to me by people - friends who I love and respect.""",xxpre xxpas,xxsel,xxneg
2509,sadness,When I realized that it was impossible for me to be as free as I had imagined and that I could not do anythong about it.,xxpre xxpas,xxsel,xxneg
2510,disgust,"""When I watched a report about El Salvador on TV, I saw people who had been murdered by terrible methods.""",xxpre xxpas xxfut,xxoth,xxneg
2511,anger,When people harrass me I feel oppressed by their behavior.,,xxoth,xxneg
2512,sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated.,xxpre xxpas,xxsel,xxneg
2513,guilt,"""One day my boyfriend put my hand on his penis and I felt well, but after I felt a guilty conscience because I hadn't thought about the consequences that this could have brought if I had gone farther.""",xxpre xxpas xxfut,xxoth,xxneg
2514,disgust,I saw the gare of a prison.  This gare and the building were in deplorable condition and were full of rubbish.,xxpre xxpas xxfut,xxoth,xxneg
2515,anger,"""A ex-boyfriend tried to prejudice me before my fiancT and his family saying things about me that let his family worried. We had to postpone our wedding and we were already using our wedding rings. To be honest I didn't feel just anger, I felt hate.""",,xxoth,xxneg
2516,guilt,When I took the car of someone without saying it to him.,xxpre xxpas xxfut,xxoth,xxneg
2517,fear,When I failed my first exam at the Higher Institute.,xxfut xxpas,xxsel,xxneg
2518,fear,"""When I was about to be bitten by my friend's dog, later on it bit me.""",xxfut xxpas,xxsel,xxneg
2519,guilt,It was when I injured a friend accidentally with a stone. It made a cut on the cheeks which resulted in suturing.,xxpre xxpas xxfut,xxoth,xxneg
2520,fear,"""While skiing in Squaw Valley, I was riding up a chair lift and right when the chair was above a sheer cliff of rocks, the chair lift stopped and all the chairs sagged and everything seemed to creak loudly.""",xxfut xxpas,xxsel,xxneg
2521,sadness,I knew a girl so lovely that everyone would like her.  But she refused to accept my Christmas present and I tried to forget her.,xxpre xxpas,xxsel,xxneg
2522,fear,When I was a child I was afraid of big dogs. One day when I came home a big dog was laying in front of our door. I was so frightened that I did not dare to enter the door and I waited until somebody passed by.,xxfut xxpas,xxsel,xxneg
2523,fear,I was scared when I realized that I might miss the train which I was supposed to take.  I was 1500 Kilometres away from home and when  I heard the depart whistle I was still 150 feet away from the train.  I finally made it.,xxfut xxpas,xxsel,xxneg
2524,joy,I was overwhelmed with joy when I received the acceptance letter to UNZA.  This happened again when I passed all my first year courses.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2525,disgust,I was disgusted to see a person vomitting and I was told to clean the place where the vomit was.,xxpre xxpas xxfut,xxoth,xxneg
2526,disgust,"""When a girl said in my back that we were in love, and she had actually refused me.  When I confronted her she started insulting me.""",xxpre xxpas xxfut,xxoth,xxneg
2527,shame,"""One rainy day when the streets were wet, and as I was walking down a slope, I fell down out of my carelessness.  There were many people and they saw me, so I felt ashamesd.  Moreover I hurt my ankle and it was painful.""",,xxsel,xxneg
2528,anger,"""My parents thought that I didn't do my best to pass the final examination (secondary school). When I achieved a good grade they said nothing, but if I had had a bad grade they would have become very angry.""",,xxoth,xxneg
2529,fear,"""When I was dreaming that I was being chased, in the upmost of horror the door of the closed felt down synchronicaly with the dream scare.""",xxfut xxpas,xxsel,xxneg
2530,joy,Winning a rowing race at a Karapiro regatta. With 7 other friends.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2531,disgust,I was forced to stay in the canteen and eat the food that I had not asked for but got it anyway.,xxpre xxpas xxfut,xxoth,xxneg
2532,fear,"""When I went home and there was nobody, I waited till 2 A.M and      still nobody.  I was suddenly scared and anxious as this had never happened before.  In addition my mother was very weak and I feared that she had met with an accident.  Therefore I was anxious  all night.""",xxfut xxpas,xxsel,xxneg
2533,sadness,When one is alone and knows that all the others are celebrating.,xxpre xxpas,xxsel,xxneg
2534,anger,My young brother took my wristwatch in my abscence and sold it to his friend at a cheaper price.,,xxoth,xxneg
2535,fear,A grenade blew out next to me.,xxfut xxpas,xxsel,xxneg
2536,anger,This was when my boyfriend told me that I was double-crossing him with a certain boy.,,xxoth,xxneg
2537,disgust,"""Outside a night club, a grown man was sitting on top of a younger woman, beating her up.""",xxpre xxpas xxfut,xxoth,xxneg
2538,fear,"""When I lost a wallet while travelling, since it belonged to the group I was very afraid.""",xxfut xxpas,xxsel,xxneg
2539,disgust,"""When I see that some people remain cold and egoistic with regard to close friends, even in situations that those friends need them.""",xxpre xxpas xxfut,xxoth,xxneg
2540,guilt,"""When my father and I worked on the house just after he had recovered from illness, I was rather lazy.  This meant that he had to work hard and was not very well later.""",xxpre xxpas xxfut,xxoth,xxneg
2541,anger,When a pick-pocket robbed me of my money (K20) while I  was buying bathing soap.,,xxoth,xxneg
2542,sadness,When my boyfriend almost had a relationship with a close friend of mine.,xxpre xxpas,xxsel,xxneg
2543,disgust,I saw a cripple in rags with small children in Italy.  He was probably an imposter.,xxpre xxpas xxfut,xxoth,xxneg
2544,shame,I feel ashamed when I act dishonestly toward somebody.,,xxsel,xxneg
2545,fear,"""As a child, one evening I had read a novel about ghosts and I had thus spent a sleepless night as I kept feeling that there were ghosts dancing around me.""",xxfut xxpas,xxsel,xxneg
2546,sadness,When my aunt died.,xxpre xxpas,xxsel,xxneg
2547,shame,When I swindled money out of someone.,,xxsel,xxneg
2548,guilt,"""When I lost my study grant without having attended any exam in the career I had started, and it was too late to cancel my registration.""",xxpre xxpas xxfut,xxoth,xxneg
2549,sadness,"""When a close friend took leave of me, because she went to Israel for one year.""",xxpre xxpas,xxsel,xxneg
2550,sadness,"""When I see people with burns I feel sad, actually I can not even express my feelings as I think that they must suffer a lot.""",xxpre xxpas,xxsel,xxneg
2551,joy,When I first passed a job interview.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2552,guilt,I borrowed a piece of music of someone and I always forgot to give it back. That person wrote me a letter asking me to give it back. I did so and I told him an idle story why I kept it for so long.,xxpre xxpas xxfut,xxoth,xxneg
2553,guilt,"""I dated another boy several times, when I was still """"going with"""" my former boyfriend. This made me feel a little bit guilty towards my friend.""",xxpre xxpas xxfut,xxoth,xxneg
2554,sadness,When I heard about the death of my aunt.,xxpre xxpas,xxsel,xxneg
2555,sadness,Power cut made me unable to listen to the songs sung by my favourite pop star.,xxpre xxpas,xxsel,xxneg
2556,joy,When I met my girlfriend again in another town after a long separation.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2557,guilt,I wrote a bad letter to someone concerning our relationship which we created ourselves.,xxpre xxpas xxfut,xxoth,xxneg
2558,disgust,When people around me did not understand me the right way.,xxpre xxpas xxfut,xxoth,xxneg
2559,shame,Lying to a friend about something that was trivial.,,xxsel,xxneg
2560,anger,The fact that I hadn't been informed about something and I had the greatest trust in this person.,,xxoth,xxneg
2561,sadness,I had a quarrel with a good friend about the fact that I didn't pay her a visit when she expected me to come. Hereafter I was very sad because it became a real quarrel.,xxpre xxpas,xxsel,xxneg
2562,joy,"""When I got 21/30 points in an exam of statistics. The result was unexpected and it made me realize that statistics do not surpass my abilities, as I have sometimes thought.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
2563,guilt,Guilty when I hadn't walked my dog for quite a few days and had given her no attention.,xxpre xxpas xxfut,xxoth,xxneg
2564,disgust,I had prepared a special meal for my boyfriend but when my brother came home he ate it all.  I was really disgusted about it.,xxpre xxpas xxfut,xxoth,xxneg
2565,disgust,When my elder brother failed form five in 1968 when I was 5 years old.,xxpre xxpas xxfut,xxoth,xxneg
2566,sadness,Unrealisation of the desired profession (aviator).,xxpre xxpas,xxsel,xxneg
2567,sadness,I felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation.  My sadness was caused by the irreversibility of the decision.,xxpre xxpas,xxsel,xxneg
2568,shame,When I went for the first time in my life to a nudist-beach.,,xxsel,xxneg
2569,shame,I was very angry at someone.,,xxsel,xxneg
2570,guilt,I work at a commercial house from 7 to 10 a.m. On a very cold day in winter I was late - and let a fellow worker stand in the cold for half an hour.,xxpre xxpas xxfut,xxoth,xxneg
2571,disgust,"""I was disgusted with my brother's behaviour when he kept throwing things away because of his anger, after mum had shouted at him.""",xxpre xxpas xxfut,xxoth,xxneg
2572,disgust,"""I became disgusted with the man on whom I had counted, who I had trusted, the man who should have been my mainstay - my father. I could hardly make myself (and the others) believe in this emotion. It has cumulated after events and deeds. Everything can happen in this world.""",xxpre xxpas xxfut,xxoth,xxneg
2573,joy,When I learned that my parents were going abroad and leaving me alone for a few years.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2574,fear,"""I had a driver licence but I didn't drive for a long time, than I started to drive again, and had to get into hard transit and highways.""",xxfut xxpas,xxsel,xxneg
2575,sadness,I lost my purse that had money in it. I was sad until I found it.,xxpre xxpas,xxsel,xxneg
2576,fear,A time when I was very afraid of something was when I broke my father's antique lamp.,xxfut xxpas,xxsel,xxneg
2577,sadness,The loss of a close relative who was ill with cancer.,xxpre xxpas,xxsel,xxneg
2578,guilt,When I acted in a negative way at a certain moment by laziness to concede a moment of the time I thought to be my own.,xxpre xxpas xxfut,xxoth,xxneg
2579,fear,When I was 12 years old I frequently was pursued by others and got sound thrashes.,xxfut xxpas,xxsel,xxneg
2580,fear,"""A man was yelling outside my window at 3.00 am, yelling threats, though not to me.""",xxfut xxpas,xxsel,xxneg
2581,shame,When I was given detention at secondary school.,,xxsel,xxneg
2582,fear,When I almost ran over a small boy who suddenly was in front of my car.,xxfut xxpas,xxsel,xxneg
2583,fear,"""My grandmother several times has been struck by cerebral hemorrhages. Until now she recovered well each time, but there is always the threat to loose her.""",xxfut xxpas,xxsel,xxneg
2584,joy,When my brothers had passed all of their exams and were able to  graduate from their courses.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2585,guilt,"""When I went to my room-mate's drawer to see if she had an iron  which I could use, she came in.  I felt guilty as she may have thought that I had been stealing.""",xxpre xxpas xxfut,xxoth,xxneg
2586,shame,In the classroom we discussed with the teacher. He told me things that affected directly in a negative way my job and my behavior in the classroom in front of the other pupils.,,xxsel,xxneg
2587,disgust,Cleaning the bathroom of my apt. and realizing my roommate who had lived there all summer by himself had never cleaned the place.,xxpre xxpas xxfut,xxoth,xxneg
2588,shame,When I bought new skis; I was ashamed to tell the assistant that I am not good at skiing and therefor bought racing skis.,,xxsel,xxneg
2589,sadness,"""When I recently thought about the hard work it takes to study, and  how one wants to try something else.  When I read a theoretical book in English that I did not understand.""",xxpre xxpas,xxsel,xxneg
2590,fear,When I went to town in a double dekker bus.  The bus was about to fall on the way when the driver controlled it.  It had almost fallen.,xxfut xxpas,xxsel,xxneg
2591,guilt,I offended a person who had done much for me and who had helped me for everything.,xxpre xxpas xxfut,xxoth,xxneg
2592,anger,Brother continually interupting while I was talking on the telephone.,,xxoth,xxneg
2593,guilt,"""When I made love with a girl, which I don't really love. However I know that she loves me.""",xxpre xxpas xxfut,xxoth,xxneg
2594,anger,When a car is overtaking another and I am forced to drive off the road.,,xxoth,xxneg
2595,sadness,Loss of close relative.,xxpre xxpas,xxsel,xxneg
2596,fear,"""One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives.""",xxfut xxpas,xxsel,xxneg
2597,joy,I was doing an experiment and was not getting the appropriate result despite the fact that I had repeated the procedure 4-5 times.  Then finally I got it right by a stroke of luck.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2598,joy,"""I experienced this feeling when I was accepted as a student. Because everything turned out different from my expectations. Although I passed the exam successfully I was accepted as a student only when I didn't expect it at all, namely at the beginning of September.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
2599,shame,"""I lied, to be precise I cancelled a meeting with a good friend.""",,xxsel,xxneg
2600,anger,I feel it when I see that somebody is traying to made a stupid of me.,,xxoth,xxneg
2601,anger,I sent a book to a friend of mine.  The book meant a lot to me and he lost it.,,xxoth,xxneg
2602,fear,Diagnosis that I have a stomache ulcer.,xxfut xxpas,xxsel,xxneg
2603,shame,"""I was caught stealing food at my aunt's place.  I had tried to hide the food I had taken from the pantry while my aunt was in the kitchen, however she went to the pantry and discovered the stolen package.""",,xxsel,xxneg
2604,disgust,When employer made a pass at me whilst I was at work.,xxpre xxpas xxfut,xxoth,xxneg
2605,guilt,The assistant professor saw me cheat at the preliminary examination.,xxpre xxpas xxfut,xxoth,xxneg
2606,shame,"""When I was teasing a girl, who turned out to be my brother's dame.""",,xxsel,xxneg
2607,fear,Left alone in the dark in a big building.,xxfut xxpas,xxsel,xxneg
2608,joy,It was when a friend took me to a place and gave me as a gift my astrologycal map with the explanations of a psychologist.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2609,disgust,"""When I was accused of having impregnated someone's daughter, it was the girl's cousin who had done it. """,xxpre xxpas xxfut,xxoth,xxneg
2610,joy,When my brother gave me a watch.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2611,disgust,"""When I was young, one day in the car we fell sick and ended up vomitting on each other.""",xxpre xxpas xxfut,xxoth,xxneg
2612,guilt,When I unjustly accused a person of my family of something she didn't really do.,xxpre xxpas xxfut,xxoth,xxneg
2613,guilt,Not being able to help my friend to do homework.,xxpre xxpas xxfut,xxoth,xxneg
2614,anger,Insulted by the class leader.,,xxoth,xxneg
2615,joy,I sensed this feeling when I passed successfully the second tour of a competition.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2616,guilt,I am not good enough for your experiment I am doing.,xxpre xxpas xxfut,xxoth,xxneg
2617,fear,Few years ago my father was very ill. He stayed at a hospital for a long time. Then I experienced that terrible feeling that I might lose him.,xxfut xxpas,xxsel,xxneg
2618,disgust,On the road there was a dead animal with its entrails showing and its skull crushed.,xxpre xxpas xxfut,xxoth,xxneg
2619,joy,Getting a good mark for a subject I had worked hard at but expected only a moderate mark.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2620,guilt,This feeling comes frequently when I go out at night and tell my mother that I shall come back early. But then I get home a 5 or 6 a.m.,xxpre xxpas xxfut,xxoth,xxneg
2621,guilt,When I offend somebody unfairly.,xxpre xxpas xxfut,xxoth,xxneg
2622,joy,"""I was on holidays, and I was going to meet a friend whom I had not seen for six months.  Again I felt very happy.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
2623,anger,"""My father had bought too many goods for his shop, there was not enough space to store them.""",,xxoth,xxneg
2624,disgust,On boat trip - saw mother giving young child (aprox 6-7 years) cigarettes.,xxpre xxpas xxfut,xxoth,xxneg
2625,anger,"""I get angry when someone imputes on me things I never can do, naturally negative. Servility, """"connections"""", impudence, traits that get me mad.""",,xxoth,xxneg
2626,joy,"""After waiting impatiently for the results of the form 5 examinations for almost a year, at last I received a letter of acceptance from the Senate of the university of Zambia telling me that I had made it to the first year course at UNZA.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
2627,anger,"""After I said something that my boyfriend disagreed with, he walked away from me without discussing what bothered him. I became very angry with him for treating me this way. Yesterday, November 14.""",,xxoth,xxneg
2628,joy,Waking in morning (early morning) and having whole day to myself.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2629,shame,"""I tried after months to begin talking to my boyfriend again. He ignored me. I felt I had lowered my pride and became his """"doormat"""".""",,xxsel,xxneg
2630,joy,"""When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
2631,shame,"""When I got really drunk on Norvegian Indipendence Day, and was not allowed to participate in football (soccer) games for two weeks. That was very unpleasant.""",,xxsel,xxneg
2632,fear,"""When I was on a cave excursion with friends, I suddenly lost them and was afraid of losing my way in the cave.""",xxfut xxpas,xxsel,xxneg
2633,disgust,"""A nightmare.  I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck.  And there are a lot of them.  I panic.""",xxpre xxpas xxfut,xxoth,xxneg
2634,anger,When my brother did not send me the transport money to resume      my studies in time at UNZA.,,xxoth,xxneg
2635,joy,I was in grade 7.  We had an inter-house volley-ball competition.  In Luapula I was the youngest member of the team and I scored  the winning goal using my head.  I jumped up with joy and fell down.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2636,joy,I was happy to hear that my sister had won a prize at running competition.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2637,joy,When I gave birth to a child and saw that it was normal when it was put against my breast.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2638,joy,"""My boyfriend and I were getting dressed up and putting make-up on to go to a Halloween Party. We were dressing up to be two mimes. It was very enjoyable and I thought we looked really good, it was an accomplishment. We were alone in his house.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
2639,fear,I was attacked by a man at a bus stop at night.,xxfut xxpas,xxsel,xxneg
2640,disgust,Some boys boasting about their ability to tell dirty jokes.,xxpre xxpas xxfut,xxoth,xxneg
2641,guilt,"""When my aunt took her own life, I felt guity for not understanding that she needed support.""",xxpre xxpas xxfut,xxoth,xxneg
2642,guilt,Two timing - going out with 2 guys at once (secretly).,xxpre xxpas xxfut,xxoth,xxneg
2643,shame,"""If I don't go to lectures, I often feel ashamed.""",,xxsel,xxneg
2644,guilt,Gave the wrong meal tickets to other people (my classmate).,xxpre xxpas xxfut,xxoth,xxneg
2645,shame,My girlfriend was away visiting another city and I brought another girl home. Next morning when I started getting sober I felt quite ashamed of myself.,,xxsel,xxneg
2646,joy,I passed an exam which I was not sure at all to pass.  I rejoyced at the result because the possibility of continuing my studies depended on it.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2647,joy,Day I received my T.E. score and acceptance into my chosen course. ,xxpre xxpas xxfut,xxsel xxoth,xxpos
2648,fear,Haven't been frightened for ages.,xxfut xxpas,xxsel,xxneg
2649,sadness,"""When I began to read a thick book, which I had a limited time to read.  Also when I have a lot of work to do and I cannot keep up.""",xxpre xxpas,xxsel,xxneg
2650,disgust,"""When I discovered my mother had been having an affair with my father's best friend, and then ran away with him without even speaking to me about what she was doing letting me come home from school simply to find her gone. I was filled with disgust and contempt.""",xxpre xxpas xxfut,xxoth,xxneg
2651,shame,It was my birthday and all the members of the group made me a surprise in a public place at 10 p.m. giving me flowers and suvenirs.,,xxsel,xxneg
2652,anger,Not being alowed on a school camp with the class I'd been in for 11 years (I had stayed down due to illness),,xxoth,xxneg
2653,anger,"""When my mother scolded me for coming home late, i.e after 7 P.M.""",,xxoth,xxneg
2654,disgust,Flicking through a magazine showing pictures of homosexual men committing various acts.,xxpre xxpas xxfut,xxoth,xxneg
2655,anger,When I failed the M.S.C exams.,,xxoth,xxneg
2656,guilt,When I had beaten my auntie.,xxpre xxpas xxfut,xxoth,xxneg
2657,anger,When I got to know about the reaction of a friend of mine in a certain situation.  I had not expected him to react that way.,,xxoth,xxneg
2658,sadness,My grandmother died.,xxpre xxpas,xxsel,xxneg
2659,fear,Staying alone in the dark.,xxfut xxpas,xxsel,xxneg
2660,shame,Talking to friends about how old you are and we cannot be as successful as you at your age.,,xxsel,xxneg
2661,disgust,I was really disgusted when I saw one of my friends soiling on his clothes. I thought he was mad.,xxpre xxpas xxfut,xxoth,xxneg
2662,anger,"""I had been having a heated argument with a lover - whose intention was that we should marry in the near future - and was rejected by her when I started to cry. When I stopped crying for a moment she said """"There, have you got it all out now ?"""".""",,xxoth,xxneg
2663,joy,Falling in love.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2664,guilt,"""I was alone at home when I broke a figure and then mended it.  A few days later my mother noticed it and asked me about it, I told her that I had no idea.""",xxpre xxpas xxfut,xxoth,xxneg
2665,disgust,"""Being on view in a meat-factory. Pigs being cut open, pigs being suspended from nods, blood everywhere, decompsition.""",xxpre xxpas xxfut,xxoth,xxneg
2666,fear,When I was watching a movie in which there was a pit full of dangers and there was only a small safe place on which a man was standing; he had to catch the lady who was thrown in or else ! The pit was 20 feet deep.,xxfut xxpas,xxsel,xxneg
2667,guilt,"""I made a remark to my sister concerning her attitude to men, the way she talked and I compared her to an acquaintance of mine.  Later, the same evening, my sister looked sad.  I felt guilty about her sadness.""",xxpre xxpas xxfut,xxoth,xxneg
2668,anger,My best friend betrayed me and told other people my secrets.,,xxoth,xxneg
2669,fear,When for the first time I rode on a motorcycle with my brother.  He was going so fast that I felt that I would fall off without my brother realizing it.,xxfut xxpas,xxsel,xxneg
2670,shame,I saw a bag on the street and just then a stranger passed by.  I picked up the bag immediately and gave it to the stranger as I thought that it belonged to him.  But it was not his bag and I felt ashamed.,,xxsel,xxneg
2671,guilt,During 7th grade our class mobbed a famale teacher so badly that she had a breackdown and was hospitalized.,xxpre xxpas xxfut,xxoth,xxneg
2672,fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit.,xxfut xxpas,xxsel,xxneg
2673,guilt,"""One day when I was working, I went out for dinner with friends without my parents knowledge and I only came home at 2300 hours.""",xxpre xxpas xxfut,xxoth,xxneg
2674,sadness,Our dog had to be shot because he had killed a roe. I liked him very much and so I could not resign myself to that. I hated the hunter who shot him.,xxpre xxpas,xxsel,xxneg
2675,guilt,My friend did not do well in the examn because I did not help him.,xxpre xxpas xxfut,xxoth,xxneg
2676,fear,Whhen the front tyre of the car burst.,xxfut xxpas,xxsel,xxneg
2677,joy,I received a letter and a Christmas present from a person I had not seen for two years.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2678,disgust,"""A girl with whom I was staying having sex with a person for about 3 nights running, and then with his brother the following night, and back again.""",xxpre xxpas xxfut,xxoth,xxneg
2679,guilt,"""Leaving University in 1982 following exclusion and lying to parents/friends about reasons for leaving, i.e. lying about the fact of having been excluded.""",xxpre xxpas xxfut,xxoth,xxneg
2680,anger,I get angry when people disbelieve me or misunderstand me.,,xxoth,xxneg
2681,guilt,"""When I had lied, saying that I never take bread from the dinning hall and a friend of mine caught me doing it.  He thus proved to me that I did in fact take the bread.""",xxpre xxpas xxfut,xxoth,xxneg
2682,disgust,I found a big black beetle in my coffee cup. It was alive big and it was moving its limbs.,xxpre xxpas xxfut,xxoth,xxneg
2683,sadness,Death of grandmother.,xxpre xxpas,xxsel,xxneg
2684,fear,"""I was fearful when I realised that the relish was overcooked simply because I was not keen enough at checking whether there was still enough water in the relish or not, instead I was just playing with my friends.""",xxfut xxpas,xxsel,xxneg
2685,guilt,"""When I was in the fifth class the rating was done in our mark-books. I hadn't been examined yet but I had heard from my classmates about the scolding they had got at home. My first mark was in geography - good 4. I judged I had known for more than that and I put down """"very good"""" for fear of being scolded. Naturally my parents guessed all about it. They rebuked me for what I had done.""",xxpre xxpas xxfut,xxoth,xxneg
2686,shame,I choked on a cold drink in front of girls who were strangers.,,xxsel,xxneg
2687,guilt,Getting a friend an open container ticket because I got caught speeding.,xxpre xxpas xxfut,xxoth,xxneg
2688,fear,"""We were walking in the park at night.  It was very dark and very late.  We began to hear foot steps all around us, and we could not find our way out.""",xxfut xxpas,xxsel,xxneg
2689,joy,When my application for studying the masters degree was accepted. ,xxpre xxpas xxfut,xxsel xxoth,xxpos
2690,anger,My parents scolded me a lot for something I had not done.  It was my sister who had done it.,,xxoth,xxneg
2691,guilt,"""Once after falling in love, I imagined that particular girl to be perfect and completely overshadowing my girlfriend. Afterwards I realized that this image was not objective. I felt guilty against both girls.""",xxpre xxpas xxfut,xxoth,xxneg
2692,anger,I was angry when I heard that my only girl was going about with another man. So I decided to drop her but later the story came to be untrue.,,xxoth,xxneg
2693,sadness,"""When my little brother passed away mysteriously, at least from what I was told about it.""",xxpre xxpas,xxsel,xxneg
2694,guilt,The time that I had to put my dog to sleep.,xxpre xxpas xxfut,xxoth,xxneg
2695,fear,"""One night we were having a barbecue on the beach and I needed to go to my car, which was far away from the beach.  It was very dark as there were no street lamps.  I ran in the dark, very scared, I ran as fast as possible.""",xxfut xxpas,xxsel,xxneg
2696,disgust,At the butcher's I saw an animal which had just been slaughtered; blood was dripping on the floor.,xxpre xxpas xxfut,xxoth,xxneg
2697,anger,Being treated unfairly and being hurt by someone I love.,,xxoth,xxneg
2698,shame,"""At a weekend's seminar my trousers suddenly burst, therefore I was prevented from participating in several activities.""",,xxsel,xxneg
2699,fear,I found a problem in homework which would not get solved although I tried my best.,xxfut xxpas,xxsel,xxneg
2700,joy,When I was accepted into the medical school.  Medicine is a profession that I have desired ever since my childhood.,xxpre xxpas xxfut,xxsel xxoth,xxpos
2701,sadness,"""Two years ago my best friend died in an accident, just a day before my birthray.  We were very close to each other and I felt very sad at loosing a close friend.""",xxpre xxpas,xxsel,xxneg
2702,disgust,The event which got me angry got also an aversion in me.,xxpre xxpas xxfut,xxoth,xxneg
